Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > google / cpc > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > Contactually | WP - Brand > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > google / cpc > google / organic > hammerstonecapital.com / referral > (direct) / (none) > accounts.google.com / referral,google / organic > Contactually | WP - Brand > google / organic > hammerstonecapital.com / referral > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,3,google / organic > yahoo / organic > accounts.google.com / referral,google / organic > yahoo / organic > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),4,google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none),google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none),1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,4,google / organic > (direct) / (none) > Other Campaigns / Reseller Partners > accounts.google.com / referral,google / organic > (direct) / (none) > Reseller Partners > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,google / cpc,Contactually | WP - Brand,3,google / organic > (direct) / (none) > google / cpc,google / organic > (direct) / (none) > Contactually | WP - Brand,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,4,google / organic > (direct) / (none) > google / cpc > accounts.google.com / referral,google / organic > (direct) / (none) > Contactually | WP - Brand > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,7,google / organic > (direct) / (none) > google / cpc > google / organic > google / cpc > google / organic > accounts.google.com / referral,google / organic > (direct) / (none) > Contactually | WP - Brand > google / organic > Contactually | WP - Brand > google / organic > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,5,google / organic > (direct) / (none) > (direct) / (none) > placester.com / referral > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > placester.com / referral > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),7,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none),google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none),1
2016/06,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),11,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2016/06,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),17,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > booknow.so / referral > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,13,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > hs_automation / email > google / organic > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (not set) > google / organic > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,bookyourselfsolid.com / referral,bookyourselfsolid.com / referral,4,google / organic > (direct) / (none) > (direct) / (none) > bookyourselfsolid.com / referral,google / organic > (direct) / (none) > (direct) / (none) > bookyourselfsolid.com / referral,1
2016/06,Organic,google / organic,google / organic,login.microsoftonline.com / referral,login.microsoftonline.com / referral,5,google / organic > (direct) / (none) > (direct) / (none) > Other Campaigns / Reseller Partners > login.microsoftonline.com / referral,google / organic > (direct) / (none) > (direct) / (none) > Reseller Partners > login.microsoftonline.com / referral,1
2016/06,Organic,google / organic,google / organic,login.microsoftonline.com / referral,login.microsoftonline.com / referral,4,google / organic > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,google / organic > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,1
2016/06,Organic,google / organic,google / organic,google / cpc,Contactually | WP - Brand,4,google / organic > (direct) / (none) > (direct) / (none) > google / cpc,google / organic > (direct) / (none) > (direct) / (none) > Contactually | WP - Brand,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > (direct) / (none) > (direct) / (none) > google / cpc > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > Contactually | WP - Brand > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,google / cpc,Contactually | WP - Brand,5,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / cpc,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > Contactually | WP - Brand,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,6,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,7,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,9,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,login.microsoftonline.com / referral,login.microsoftonline.com / referral,10,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.microsoftonline.com / referral,1
2016/06,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,13,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral,1
2016/06,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),27,google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2016/06,Organic,google / organic,google / organic,google / cpc,Contactually | WP - Brand,4,google / organic > (direct) / (none) > twitter.com / social > google / cpc,google / organic > (direct) / (none) > buffer > Contactually | WP - Brand,1
